APMC,Commodity,arrivals_in_qtl Seasonality Type,min_price Seasonality Type,max_price Seasonality Type,modal_price Seasonality Type,district_name,state_name
mumbai,shevga,multiplicative,multiplicative,multiplicative,multiplicative,mumbai,maharashtra
kalyan,flower,multiplicative,multiplicative,multiplicative,multiplicative,thane,maharashtra
fulambri,wheat(husked),not enough data,not enough data,not enough data,not enough data,aurangabad,maharashtra
nandgaon,maize,not enough data,not enough data,multiplicative,multiplicative,nasik,maharashtra
karmala,gram,multiplicative,not enough data,not enough data,not enough data,solapur,maharashtra
daryapur,black gram,multiplicative,multiplicative,multiplicative,multiplicative,amaravathi,maharashtra
sinner,mustard,not enough data,not enough data,not enough data,not enough data,nasik,maharashtra
shrigonda,cotton,not enough data,not enough data,not enough data,not enough data,ahmadnagar,maharashtra
solapur,soybean,multiplicative,not enough data,not enough data,not enough data,solapur,maharashtra
kada (ashti),pigeon pea (tur),not enough data,not enough data,not enough data,not enough data,beed,maharashtra
ambad(vadi godri),maize,multiplicative,not enough data,multiplicative,multiplicative,jalna,maharashtra
vita,onion,not enough data,not enough data,not enough data,not enough data,sangli,maharashtra
kalmeshwar,methi (bhaji),multiplicative,multiplicative,multiplicative,multiplicative,nagpur,maharashtra
ghansawangi,bajri,not enough data,not enough data,not enough data,not enough data,jalna,maharashtra
solapur,maize,not enough data,not enough data,not enough data,not enough data,solapur,maharashtra
khamgaon,soybean,multiplicative,multiplicative,multiplicative,multiplicative,buldhana,maharashtra
shrirampur,shevga,multiplicative,multiplicative,multiplicative,multiplicative,ahmadnagar,maharashtra
umarga,hemp-seed,not enough data,not enough data,not enough data,not enough data,osmanabad,maharashtra
kalamb (os),maize,multiplicative,multiplicative,multiplicative,multiplicative,osmanabad,maharashtra
jalgaon,beet root,multiplicative,not enough data,not enough data,not enough data,jalgaon,maharashtra
nandgaon,soybean,not enough data,multiplicative,multiplicative,multiplicative,nasik,maharashtra
bhokar,castor seed,not enough data,not enough data,not enough data,not enough data,nanded,maharashtra
sinner,potato,not enough data,not enough data,not enough data,not enough data,nasik,maharashtra
jalgaon jamod,sunflower,not enough data,not enough data,not enough data,not enough data,buldhana,maharashtra
satana,sorgum(jawar),not enough data,not enough data,not enough data,not enough data,nasik,maharashtra
ausa,green gram,multiplicative,multiplicative,multiplicative,multiplicative,latur,maharashtra
mahagaon,ground nut pods (dry),not enough data,not enough data,not enough data,not enough data,yewatmal,maharashtra
junnar (bhlhe),buffalo,not enough data,not enough data,not enough data,not enough data,pune,maharashtra
palghar(bevur),onion,multiplicative,multiplicative,multiplicative,multiplicative,thane,maharashtra
umared,mustard,multiplicative,multiplicative,multiplicative,multiplicative,nagpur,maharashtra
latur-murud,maize,not enough data,not enough data,multiplicative,multiplicative,latur,maharashtra
beed,sesamum,not enough data,not enough data,multiplicative,multiplicative,beed,maharashtra
tiroda,paddy-unhusked,multiplicative,multiplicative,multiplicative,multiplicative,gondiya,maharashtra
hingoli-kanegaon naka,green gram,not enough data,not enough data,not enough data,not enough data,hingoli,maharashtra
nashik,bottle gourd,multiplicative,multiplicative,multiplicative,multiplicative,nasik,maharashtra
sengaon,wheat(husked),not enough data,multiplicative,multiplicative,multiplicative,hingoli,maharashtra
ambejogai,pigeon pea (tur),multiplicative,multiplicative,multiplicative,multiplicative,beed,maharashtra
khamgaon,bullack,not enough data,multiplicative,multiplicative,multiplicative,buldhana,maharashtra
nagpur,green peas (dry),not enough data,not enough data,not enough data,not enough data,nagpur,maharashtra
shirpur,green gram,multiplicative,multiplicative,multiplicative,multiplicative,dhule,maharashtra
gondiya,paddy-unhusked,multiplicative,multiplicative,multiplicative,multiplicative,gondiya,maharashtra
ratanagari,ginger (fresh),multiplicative,multiplicative,multiplicative,multiplicative,ratnagiri,maharashtra
aamgaon,paddy-unhusked,multiplicative,multiplicative,multiplicative,multiplicative,gondiya,maharashtra
mehkar,gram,multiplicative,multiplicative,multiplicative,multiplicative,buldhana,maharashtra
vadgaon peth,sweet potato,not enough data,not enough data,not enough data,not enough data,kolhapur,maharashtra
ahmednagar,brinjal,multiplicative,multiplicative,multiplicative,multiplicative,ahmadnagar,maharashtra
aarni,green gram,not enough data,not enough data,not enough data,not enough data,yewatmal,maharashtra
yeola,soybean,not enough data,multiplicative,multiplicative,multiplicative,nasik,maharashtra
jalgaon,lemon,multiplicative,multiplicative,multiplicative,multiplicative,jalgaon,maharashtra
gevrai,black gram,multiplicative,not enough data,not enough data,not enough data,beed,maharashtra
aurangabad,coriander  ,multiplicative,multiplicative,multiplicative,multiplicative,aurangabad,maharashtra
phaltan,green gram,not enough data,not enough data,not enough data,not enough data,satara,maharashtra
karmala,sunflower,not enough data,not enough data,not enough data,not enough data,solapur,maharashtra
nagpur,ginger (dry),multiplicative,multiplicative,multiplicative,multiplicative,nagpur,maharashtra
shahapur,cucumber,multiplicative,multiplicative,multiplicative,multiplicative,thane,maharashtra
mangrulpeer,wheat(husked),multiplicative,multiplicative,multiplicative,multiplicative,wasim,maharashtra
jalgaon,coriander  ,multiplicative,multiplicative,multiplicative,multiplicative,jalgaon,maharashtra
parshiwani,gram,not enough data,not enough data,not enough data,not enough data,nagpur,maharashtra
palus,capsicum,not enough data,not enough data,not enough data,not enough data,sangli,maharashtra
pune-moshi,mint,not enough data,not enough data,not enough data,not enough data,pune,maharashtra
pandharkawada,gram,not enough data,not enough data,not enough data,not enough data,yewatmal,maharashtra
nagpur,fenugreek,not enough data,not enough data,not enough data,not enough data,nagpur,maharashtra
nandurbar,thymol/lovage,multiplicative,not enough data,not enough data,not enough data,nandurbar,maharashtra
himayatnagar,soybean,not enough data,multiplicative,not enough data,not enough data,nanded,maharashtra
chandur rly.,sorgum(jawar),not enough data,not enough data,not enough data,not enough data,amaravathi,maharashtra
pathardi,sorgum(jawar),multiplicative,multiplicative,multiplicative,multiplicative,ahmadnagar,maharashtra
umarkhed,gram,multiplicative,multiplicative,multiplicative,multiplicative,yewatmal,maharashtra
vadgaon peth,maize(corn.),not enough data,not enough data,not enough data,not enough data,kolhapur,maharashtra
nagpur,onion,multiplicative,multiplicative,multiplicative,multiplicative,nagpur,maharashtra
mukhed,gram,not enough data,multiplicative,multiplicative,multiplicative,nanded,maharashtra
dondaicha-sindkheda,matki,not enough data,not enough data,not enough data,not enough data,dhule,maharashtra
paithan,bajri,multiplicative,multiplicative,multiplicative,multiplicative,aurangabad,maharashtra
bori,green gram,not enough data,not enough data,not enough data,not enough data,parbhani,maharashtra
chandrapur,kharbuj,multiplicative,not enough data,multiplicative,multiplicative,chandrapur,maharashtra
ahmednagar,coriander (dry),not enough data,multiplicative,not enough data,not enough data,ahmadnagar,maharashtra
akola,sunflower,multiplicative,multiplicative,multiplicative,multiplicative,akola,maharashtra
jamner,cotton,multiplicative,multiplicative,multiplicative,multiplicative,jalgaon,maharashtra
achalpur,wheat(husked),multiplicative,multiplicative,multiplicative,multiplicative,amaravathi,maharashtra
aheri,maize,multiplicative,multiplicative,multiplicative,multiplicative,gadchiroli,maharashtra
manora,ground nut pods (dry),not enough data,not enough data,not enough data,not enough data,wasim,maharashtra
sinner,sorgum(jawar),multiplicative,multiplicative,multiplicative,multiplicative,nasik,maharashtra
nagpur,papai,multiplicative,multiplicative,multiplicative,multiplicative,nagpur,maharashtra
nashik-devlali,spinach,not enough data,not enough data,multiplicative,multiplicative,nasik,maharashtra
aurangabad,zendu,not enough data,not enough data,not enough data,not enough data,aurangabad,maharashtra
sillod-bharadi,safflower,not enough data,multiplicative,multiplicative,multiplicative,aurangabad,maharashtra
nagpur,jack fruit,multiplicative,multiplicative,multiplicative,multiplicative,nagpur,maharashtra
sillod-bharadi,sorgum(jawar),multiplicative,not enough data,not enough data,not enough data,aurangabad,maharashtra
karmala,ground nut pods (dry),multiplicative,not enough data,not enough data,not enough data,solapur,maharashtra
amarawati-fruit and vegetables,carrot,not enough data,not enough data,not enough data,not enough data,amaravathi,maharashtra
aurangabad,chavli (shenga ),multiplicative,multiplicative,multiplicative,multiplicative,aurangabad,maharashtra
mauda,pigeon pea (tur),not enough data,not enough data,not enough data,not enough data,nagpur,maharashtra
sangamner,gram,multiplicative,multiplicative,multiplicative,multiplicative,ahmadnagar,maharashtra
kej,rala,not enough data,not enough data,not enough data,not enough data,beed,maharashtra
kej,tamarind,not enough data,not enough data,not enough data,not enough data,beed,maharashtra
nilanga,soybean,multiplicative,multiplicative,multiplicative,multiplicative,latur,maharashtra
shegaon,soybean,multiplicative,multiplicative,multiplicative,multiplicative,buldhana,maharashtra
paranda,onion,not enough data,not enough data,not enough data,not enough data,osmanabad,maharashtra
varud-rajura bazar,green chilli,not enough data,multiplicative,multiplicative,multiplicative,amaravathi,maharashtra
khed-chakan,shepu,multiplicative,not enough data,not enough data,not enough data,pune,maharashtra
shrirampur-belapur,soybean,not enough data,not enough data,not enough data,not enough data,ahmadnagar,maharashtra
rajura,green gram,not enough data,not enough data,not enough data,not enough data,chandrapur,maharashtra
mumbai,sweet potato,multiplicative,multiplicative,multiplicative,multiplicative,mumbai,maharashtra
kalamb (os),pigeon pea (tur),multiplicative,multiplicative,multiplicative,multiplicative,osmanabad,maharashtra
satara,tomato,multiplicative,multiplicative,multiplicative,multiplicative,satara,maharashtra
shrirampur-belapur,sorgum(jawar),not enough data,not enough data,not enough data,not enough data,ahmadnagar,maharashtra
vaduj,cowpea,multiplicative,multiplicative,multiplicative,multiplicative,satara,maharashtra
barshi-vairag,black gram,not enough data,not enough data,not enough data,not enough data,solapur,maharashtra
mahur,gram,not enough data,not enough data,not enough data,not enough data,nanded,maharashtra
chandur bajar,black gram,not enough data,not enough data,not enough data,not enough data,amaravathi,maharashtra
kille dharur,niger-seed,not enough data,not enough data,not enough data,not enough data,beed,maharashtra
akhadabalapur,pigeon pea (tur),multiplicative,multiplicative,multiplicative,multiplicative,hingoli,maharashtra
kamthi,bitter gourd,multiplicative,multiplicative,multiplicative,multiplicative,nagpur,maharashtra
mukhed,sunflower,not enough data,not enough data,not enough data,not enough data,nanded,maharashtra
karad,custard apple,multiplicative,multiplicative,multiplicative,multiplicative,satara,maharashtra
nashik,mango(raw),not enough data,not enough data,not enough data,not enough data,nasik,maharashtra
latur-murud,pigeon pea (tur),not enough data,multiplicative,multiplicative,multiplicative,latur,maharashtra
pathari,soybean,multiplicative,multiplicative,multiplicative,multiplicative,parbhani,maharashtra
balapur,black gram,multiplicative,multiplicative,multiplicative,multiplicative,akola,maharashtra
pune-moshi,wal papdi,not enough data,multiplicative,not enough data,not enough data,pune,maharashtra
sindi,gram,multiplicative,multiplicative,multiplicative,multiplicative,wardha,maharashtra
chandrapur-ganjwad,mula shenga,not enough data,not enough data,not enough data,not enough data,chandrapur,maharashtra
pune-pimpri,coriander (dry),not enough data,not enough data,not enough data,not enough data,pune,maharashtra
anajngaon surji,cotton,not enough data,not enough data,not enough data,not enough data,amaravathi,maharashtra
